Date,Community,State,Dead,Injured,Total,Description
August 28,Minneapolis (5),Minnesota,0,4,4,Four men were wounded by multiple shooters who fled the scene in the car they shot from.[223]
August 27,Portland,Oregon,1,3,4,A sixteen-year-old boy was killed and three other juveniles were wounded in Gateway Discovery Park.[224]
August 26,Pontiac,Michigan,3,1,4,"A man engaged in a year-long dispute with neighbors, shot four of them as they sat on his porch. Three died and one was wounded, with the shooter later turning himself in.[225]"
August 26,Hilton Head Island,South Carolina,0,4,4,"Three men and a woman were injured in a late night shooting, while in a large gathering.[226]"
August 26,Philadelphia (18),Pennsylvania,0,4,4,Three adults and a seventeen-year-old boy were injured in East Germantown in an evening shooting.[227]
August 25,Norfolk (2),Virginia,0,5,5,Norfolk police said five people were shot on Wednesday night. One of the victims was a 1-month-old child. No suspect information is available at this time.[228]
August 25,Rochester (3),New York,0,4,4,"Four men were wounded in an evening shooting, with two being transported to the hospital in private vehicles.[229]"
August 24,Detroit (7),Michigan,0,4,4,"Four men were wounded after a vehicle pulled up and opened fire, with one of the wounded returning fire.[230]"
August 24,Sacramento (3),California,1,3,4,"A man was killed and three others wounded, in an early morning shooting.[231]"
August 24,West Palm Beach,Florida,0,4,4,Four people were wounded in an evening shooting.[232]
August 24,Richmond (3),Virginia,1,4,5,A man was killed and four others including a teenage boy were wounded in a night shooting.[233]
August 23,Pine Bluff,Arkansas,0,7,7,Seven people were wounded when gunfire erupted while a large crowd was gathered outside a gas station early in the morning.[234]
August 23,New York City (17),New York,1,3,4,A man was killed and three others wounded in a housing complex in Brooklyn in the early morning.[235]
August 23,Somerville (Tn),Tennessee,1,4,5,A nineteen-year-old man was killed and two men and two women injured in an early morning shooting at a party.[236]
August 23,Champaign,Illinois,0,4,4,Four men were wounded at a party outside an apartment complex when a fight escalated early in the morning.[237]
August 23,Chicago (36),Illinois,0,4,4,"Four men were wounded standing outside a business in the Englewood neighborhood, in an afternoon drive-by shooting.[238]"
August 23,Pueblo,Colorado,0,6,6,Early in the morning responding officers found three wounded individuals at a home near Pikes Peak International Raceway. Three more wounded were identified at a local hospital and some of the wounded are teenagers. Officers believe the shooting happened at a house party.[239]
August 22,Rockford (4),Illinois,1,3,4,Shortly before midnight one man was killed and three others injured.[240]
August 22,Hueytown,Alabama,1,3,4,One person was killed and three wounded after an early morning shooting near the Allison Bonnet Memorial Drive.[241]
August 19,Philadelphia (17),Pennsylvania,0,4,4,A gun fight wounded two adults and two seventeen-year-olds in West Philadelphia.[242]
August 19,Chicago (35),Illinois,0,6,6,Five adults and a seventeen-year-old were wounded after a man stepped out of a vehicle and opened fire on a large gathering. The shooting took place in Gresham in the South Side.[243]
August 18,Philadelphia (16),Pennsylvania,1,4,5,A man was killed and four others wounded including a fifteen-year-old in the Strawberry Mansion neighborhood.[244]
August 18,New York City (16),New York,0,4,4,A car drove up to a Ravenswood Public Housing building in Queens and opened fire. A seventeen-year-old boy and three adults were wounded.[245]
August 18,Rockford (3),Illinois,0,4,4,Four people were wounded in the early morning at a large gathering in Twin Sisters Park.[246]
August 17,Louisville (6),Kentucky,2,2,4,Two people were killed and two people were wounded in a shooting late at night before the car they were in crashed.[247]
August 17,Cleveland (5),Ohio,0,5,5,Five people were wounded at Dove Park in an evening drive-by shooting.[248]
August 17,New York City (15),New York,0,4,4,Four men were wounded in an early morning shooting in Brooklyn. The suspected gunman fled in a car after opening fire.[249]
August 17,Dayton,Texas,3,2,5,"A man is accused of killing his ex-girlfriend, a man in her home, and a neighbor and wounding two others. He was later arrested after hiding in the surrounding woods.[250]"
August 16,San Antonio (5),Texas,0,5,5,"Five people were injured, one critically, in a shooting caused by a dispute at a flea market. A security guard returned fire.[251]"
August 16,Cincinnati (2),Ohio,2,9,11,One person died at the scene and one later at the hospital with nine others wounded in an early morning shooting.[252]
August 16,Lexington (1),Kentucky,1,3,4,An eighteen-year-old was killed and three others wounded after a disturbance occurred at a large gathering.[253]
August 16,Denver (5),Colorado,2,5,7,Two men were killed and five others were wounded in a shooting shortly after an earlier shooting.[254]
August 16,Cincinnati (1),Ohio,1,3,4,"Responding officers found a man wounded shortly after midnight, who later died at the hospital. Three others arrived by private vehicles to the hospital.[255]"
August 16,Oklahoma City (1),Oklahoma,0,4,4,Four people were wounded at a large birthday party in the parking lot.[256]
August 15,Philadelphia (15),Pennsylvania,0,5,5,Four adults and a sixteen-year-old boy were injured shortly before midnight at a large block party when a group on motorcycles arrived and opened fire.[257]
August 15,Rochester (2),New York,0,5,5,Five people were wounded shortly before midnight.[258]
August 15,Belleville,Michigan,4,0,4,"Two men and two women were killed in a home, with one of the women killed identified as the shooter's former fiancée. The shooter boasted about the killings on social media and text messages before being arrested.[259]"
August 15,New Haven,Connecticut,1,5,6,One man was killed and five injured after a dice game grew violent shortly before midnight.[260]
August 15,Troy (Al),Alabama,2,3,5,Officers arrived at a large gathering early in the morning to disperse it. While doing so shots were fired in the apartment complex's parking lot. Two men were killed and three others wounded.[261]
August 14,New York City (14),New York,0,4,4,Three women and one man were wounded late at night on Lenox Avenue in Harlem.[262]
August 12,Dayton (2),Ohio,1,3,4,A woman was killed and three others wounded in a drive by shooting in the early morning.[263]
August 12,Newark (2),New Jersey,1,4,5,An eighteen-year-old was killed and four others wounded shortly after midnight.[264]
August 11,Los Angeles (5),California,0,5,5,"Five people were wounded shortly after midnight outside of a warehouse in the Harbor Gateway neighborhood. The shooting occurred after an argument escalated, and an additional person was injured attempting to climb a fence.[265]"
August 9,Denver (4),Colorado,0,10,10,Ten people were injured in a drive-by shooting during a family gathering in a park.[266]
August 9,Toledo (2),Ohio,0,6,6,Six people were wounded in the early morning after a large gathering turned violent near a shopping center.[267]
August 9,"Washington, D.C. (7)","Washington, D.C.",1,21,22,"A 17-year-old boy was killed and 21 others injured, including an off-duty police officer, at a party in the southeastern section of the nation's capital. Police are looking for three suspects.[268]"
August 9,Jackson (Ms) (5),Mississippi,0,4,4,"Four people were wounded in the evening, two of the victims drove away and later crashed outside a local bank.[269]"
August 9,Houston (9),Texas,0,4,4,"Four men were wounded being a gas station shortly before midnight. The men were playing dice, when a gunman walked up, shot them and fled on foot.[270]"
August 8,Paducah,Kentucky,1,4,5,Shortly before midnight a man was killed and four others wounded in the city's north side.[271]
August 8,Philadelphia (14),Pennsylvania,0,6[n 2],6,"A pregnant woman, three teenagers and two other women were wounded. They were a part of a large BBQ gathering at a public park.[272]"
August 8,Brockton,Massachusetts,0,5,5,Five men were wounded at a house party which was detected by the city's gunshot detection system. Prior a woman from the same party was stabbed.[273]
August 8,Birmingham,Alabama,1,5,6,"A man was killed and five people, including an off-duty Birmingham Police officer, were wounded at a motorcycle club in Ensley. The shooting was reported to be due to an altercation escalating, with some of the victims innocent bystanders.[274]"
August 8,Albany (NY) (2),New York,1,3,4,"A 18-year-old man was killed and a 22-year-old, 28-year-old, and 29-year-old were injured in a drive by shooting involving multiple suspected perpetrators.[275]"
August 6,Oakland (2),California,1,3,4,A man was killed and three others injured while standing outside a house party.[276]
August 5,Chicago (34),Illinois,0,4,4,An 8-year-old boy and three men were wounded in the North Lawndale neighborhood. The shooter exited a vehicle and opened fire on the group while they were standing on the sidewalk.[277]
August 4,Madison,Wisconsin,0,4,4,Four people were wounded in Garner Park during a memorial service for a recently deceased individual. Over 300 people were gathered when gunfire broke out and a fifth person was injured fleeing.[278]
August 4,"Washington, D.C. (6)","Washington, D.C.",0,4,4,Four men were wounded in an evening shooting.[279]
August 4,Los Angeles (4),California,1,4,5,A woman was killed and four others were injured at a rented mansion house party. The home was on the famed Mulholland Drive in the Beverly Crest neighborhood.[280]
August 4,St. Louis (8),Missouri,1,3,4,A woman was killed and two adults and a 17-year-old were injured near the former ABB manufacturing plant. The plant was the scene of a mass shooting in 2010.[281]
August 4,Hartford (2),Connecticut,1,5,6,A man was killed and five others injured after an early morning shooting at a large gathering at a warehouse.[282]
August 3,New York City (13),New York,0,4,4,Four people were wounded after a shooter opened fire on a large crowd watching a basketball game at St. Mary's Park in the Bronx.[283]
August 2,Philadelphia (13),Pennsylvania,0,4,4,Four women were injured with gun fire in the early morning. A fifth woman was stabbed multiple times.[284]
August 2,Newark (1),New Jersey,0,5,5,Four adults and a 10-year-old child were wounded after multiple heavily armed shooters opened fire on males in a specific block.[285]
August 1,Chicago (33),Illinois,1,4,5,"A man was killed and four others, two men and two women, were injured at a backyard BBQ. Responding officers arrested two men fleeing from the scene.[286]"
August 1,Pointblank,Texas,2,3,5,Two men were killed and two adults and an infant were injured. A man entered a home where a child's birthday party was ongoing and opened fire. Two guests returned fire and were among the injured.[287]
August 1,Denver (3),Colorado,1,4,5,A 16-year-old was killed and three adults and a girl were wounded at a large gathering in the Westwood neighborhood.[288]
August 1,Montgomery (2),Alabama,0,4,4,Four men were injured after a shooting at an entrance to I-85 South.[289]
July 31,Philadelphia (12),Pennsylvania,1,3,4,A woman was killed and three men were wounded in an evening shooting.[290]
July 30,Miami Gardens,Florida,0,5,5,Five men were wounded after a potentially gang related shooting occurred behind a U-Gas Station. A witness likened the amount of gunfire to the Iraq war.[291]
July 30,Tampa (1),Florida,0,5,5,A man opened fire at a gas station while screaming at passersby. He wounded five people before he was arrested.[292]
July 29,Detroit (6),Michigan,0,4,4,Three men and a woman were injured while standing outside and a person opened fire from a car.[293]
July 29,St. Louis (7),Missouri,3,1,4,Three men were killed and a third injured after an afternoon dispute escalated between two groups of people.[294]
July 29,Elyria,Ohio,5[n 1],0,5,"A man killed his wife and three children, aged 12, 10 and 6-years-old, and then himself in an apparent murder-suicide.[295]"
July 28,Wilmington (2),Delaware,2,2,4,A 17-year-old and a woman were killed and two men were injured in a shooting.[296]
July 28,Milwaukee (6),Wisconsin,0,4,4,Four men were injured in the evening.[297]
July 27,Federal Way,Washington,1,3,4,A 17-year-old was killed and two adults and a 12-year-old injured at Steel Lake Park. A woman reportedly opened fire after an argument.[298]
July 27,Chicago (32),Illinois,1,4,5,Five people were sitting on a porch in the evening when one was killed and four injured in a drive-by shooting.[299]
July 26,Magnolia,Arkansas,0,4,4,Four people were injured in the early morning after at least two semi-automatic handguns were fired at a large house party.[300]
July 26,Mont Enterprise,Texas,0,4,4,Four people were injured shortly after midnight when someone opened fire during the Rude Boyz Annual Trail Ride. The gathering was held at Durango's Canyon.[301]
July 26,Flint Township,Michigan,1,3,4,"One person was killed and three others were injured when two men opened fire in a restaurant. One man was charged with open murder, three counts of assault with intent to murder and multiple weapons charges. The other man was charged with careless discharge of a firearm.[302]"
July 26,Commerce City (1),Colorado,1,3,4,Responding officers to a large gathering in the early morning found a man dead. Three additional victims were transported in private vehicles to the hospital.[303]
July 26,Louisville (5),Kentucky,1,3,4,"Officers responded to I-64 West in the early morning after calls of shots fired by a moving vehicle. They found four individuals shot, with one dead, in a crashed car. A fifth individual was wounded when the car crashed.[304]"
July 25,Raleigh (1),North Carolina,0,4,4,A woman and three men were wounded near a local restaurant.[305]
July 25,Manteca,California,0,7,7,Officers responded from a traffic stop after hearing gunfire. They discovered seven people wounded at a large house party after a man armed with a semi-automatic weapon arrived and opened fire.[306]
July 25,Flint,Michigan,0,6,6,"Six people were shot at a party of over 1,000 people following the filming of a music video in a parking lot.[307]"
July 25,Miami (1),Florida,1,3,4,"A seven-year-old girl, a sixteen-month boy and two adults were shot by a passing vehicle while getting out of a car. The girl was declared brain dead at the hospital, causing the shooting to be declared a homicide.[308]"
July 25,Denver (2),Colorado,2,3,5,Two men were killed and two women and a man were wounded in the Park Hill neighborhood.[309]
July 25,Dallas (2),Texas,0,4,4,"Three men and a woman were injured shortly before midnight. A man was denied entry at a local bar, retrieved an assault-type weapon from his car, and shot into the building.[310]"
July 24,Atlanta (7),Georgia,2,2,4,"Two adults were killed and two teenagers, aged seventeen and eighteen, were injured in an early morning shooting. The group were ambushed by two shooters after arriving at an AirBnb house party in a rideshare.[311]"
July 23,Henrico County,Virginia,1,3,4,One man was killed and three others injured in the early morning. Officers are investigating if the individuals were a part of an announced party for that night.[312]
July 23,Petersburg,Virginia,0,4,4,Four people were wounded in an early morning shooting.[313]
July 23,Chicago (31),Illinois,2,4,6,Two people were killed and four injured while standing on the sidewalk in the West Pullman area of the Far South Side.[314]
July 22,Warren,Michigan,0,4,4,A man opened fire and others returned fire at a large party with at least one hundred people in attendance. Four people were injured in the shooting.[315]
July 21,Chicago (30),Illinois,0,15,15,"Fifteen people were injured, four critically, after a shooter opened fire at people leaving a funeral home in Chicago's Auburn Gresham neighborhood.[316]"
July 20,Chicago (29),Illinois,0,5,5,Five people were wounded in the North Lawndale neighborhood. They were a part of people gathered on the sidewalk when a car pulled up and several men got out and opened fire.[317]
July 20,Richmond (2),Virginia,1,4,5,One man was killed and four others injured after a fight in a McDonald's parking lot escalated. One of the injured was an innocent bystander in the Food Lion parking lot across the street.[318]
July 19,Peoria (2),Illinois,0,13,13,Thirteen people were injured in an early morning shooting at a riverfront gathering. An argument between two women led to a man firing two shots into the air. This led to multiple individuals opening fire on the crowd.[319]
July 19,Omaha,Nebraska,0,8,8,Eight people including a fifteen-year-old girl were injured in a drive by shooting early in the morning.[320]
July 19,Chicago (28),Illinois,2,3,5,"Two people were killed and three wounded shortly before midnight in Morgan Park on the Far South Side. They were part of a group of people, that were fired upon by  an unknown shooter.[321]"
July 19,"Washington, D.C. (5)","Washington, D.C.",1,8,9,Police responding to reports of a shooting discovered one man killed and eight other adults wounded.[322]
July 19,Detroit (5),Michigan,0,4,4,"Two fifteen-year-olds and two seventeen-year-olds were wounded while sitting in traffic when another car pulled up and opened fire. Four days later, the suspect was shot by police after a pursuit in which he was found holding a gun and died at a hospital.[323][324]"
July 19,Detroit (4),Michigan,3,1,4,"A man opened fire in a restaurant, killing three men and injuring another. The shooter has been taken into custody.[325]"
July 18,Chicago (27),Illinois,1,4,5,A man was killed and four others wounded after two men opened fire in the early morning in the North Lawndale neighborhood. The men were standing on a street corner.[326]
July 17,Columbus (2),Ohio,0,4,4,Four adults were wounded while attending a memorial in Weinland Park. A three-year-old girl was also wounded when bullets struck the home she was in.[327]
July 17,Madison,Florida,0,4,4,"Three adults and a child were injured after a man, out on bond from a January arrest, entered their home and opened fire.[328]"
July 16,Nashville (1),Tennessee,0,5,5,"Eight or nine people opened fire in the early morning in a drive-by shooting. Five people were wounded, including a juvenile.[329]"
July 15,New York City (12),New York,1,5,6,Two gunmen opened fire in the early morning outside a Brooklyn apartment building. A man was killed and five other adults were wounded.[330]
July 15,Shreveport (2),Louisiana,1,3,4,A man was killed and two adults and an 11-year-old child were injured after an argument escalated from an original argument at a basketball court.[331]
July 14,St. Joseph,Missouri,0,5,5,Five men were injured while standing in a park after a vehicle drove by and opened fire.[332]
July 14,Durham,North Carolina,0,8,8,Six adults and two children aged four and eight-years-old were wounded after someone opened fire at a party outside a home.[333]
July 13,New York City (11),New York,0,6,6,Multiple shooters traveled across three different blocks and wounded six people in Brooklyn.[334]
July 13,Louisville (4),Kentucky,1,3,4,"A 16-year-old was killed and three others, including two juveniles, were wounded at a gas station.[335]"
July 13,Kent,Washington,0,6,6,Five adults and a teenager were wounded after an argument escalated at a Metro bus stop.[336]
July 12,Como,Mississippi,2,3,5,"Two people were killed and three injured at a large outdoor hip hop concert in which potentially five separate guns were used. An additional three people were injured while attempting to flee, after being hit by cars.[337]"
July 12,Baton Rouge (3),Louisiana,1,7,8,A man was killed and seven others injured in an early morning shooting outside an Exxon gas station.[338]
July 12,Lansing,Michigan,0,5,5,Three women and two men were injured after someone opened fire outside an apartment complex. At the complex there was a large party happening with over 100 people present.[339]
July 12,New York City (10),New York,1,3,4,Two men opened fire on a late night cookout at the Raymond Bush Playground in Brooklyn. Three men were injured and an infant sitting in a stroller was killed.[340]
July 12,Fort Lauderdale (2),Florida,2,2,4,"Two men were killed in an early morning shooting at a party, with two others wounded.[341]"
July 12,Chicago (26),Illinois,1,3,4,A man was killed and two other men and a woman were wounded in Englewood in the evening.[342]
July 12,Chicago (25),Illinois,1,4,5,Four men were wounded and one killed in an early morning shooting. The group was standing in the street when a verbal altercation escalated with at least two shooters.[343]
July 11,Rochester (1),New York,0,6,6,Responding officers to an early morning block party arrived to gunfire. Two wounded individuals were identified at the party and four others were identified at local hospitals.[344]
July 11,Wilmington (1),Delaware,0,5,5,Four teenagers aged between 15 and 13-years-old and 10-year-old child were wounded. Someone opened fire on a playground late at night.[345]
July 7,Paterson (2),New Jersey,4,3,7,"In a late night shooting, four people were killed and three injured. Officers suspect the shooting was retaliation by people recently released from prison.[346]"
July 7,Alexandria,Virginia,0,5,5,Shortly after midnight an individual stormed an apartment and wounded a man and four teenagers aged 14 to 19-years-old.[347]
July 6,Chicago (24),Illinois,0,6,6,Shots were fired into a group of people in the Auburn Gresham area on the South Side. The evening shooting wounded six.[348]
July 5,Detroit (3),Michigan,2,4,6,Two men were killed and four others - two men and two women - were injured in a shooting at a late-night party.[349]
July 5,Houston (8),Texas,0,4,4,Three men waiting at a stop light and were wounded when someone opened fire. Comedian Rickey Smiley's daughter was a passenger in another vehicle and was also wounded.[350]
July 5,Chicago (23),Illinois,0,4,4,A 16-year-old girl and three adults were wounded by gunfire while standing in an alley in the West Side's Fifth City neighborhood in the early morning.[351]
July 5,Davenport (2),Iowa,1,3,4,Officers arrived at an early morning fight and heard shots being fired. They later discovered a man killed by the gunfire and three others injured.[352]
July 5,Greenville (SC),South Carolina,2,8,10,"At least two people are killed and eight injured, four critically, at a nightclub. No suspects have been arrested.[353]"
July 5,New York City (9),New York,0,5,5,"Four adults and a 15-year-old boy were injured in an early morning shooting in Inwood, Manhattan.[354]"
July 5,Helena,Arkansas,1,3,4,"A man was killed and three others injured in a parking lot, after leaving an event held by rapper Bankroll Freddie. People were leaving the event when someone fired into the crowd.[355]"
July 5,Milwaukee (5),Wisconsin,0,4,4,Shortly after midnight three men and one woman were injured.[356]
July 5,Cambridge,Maryland,0,4,4,"Four people were wounded in an early morning shooting, with potentially multiple weapons used.[357]"
July 5,Atlanta (6),Georgia,2,12,14,"A large group of people were watching fireworks, when a fight broke out after a car hit a pedestrian. Fourteen people were wounded, of which two were declared dead at the hospital.[358]"
July 5,Chicago (22),Illinois,1,5,6,A woman was killed and five men were wounded in an early morning drive-by shooting. The group was setting off fireworks when the car approached.[359]
July 5,Ephrata,Pennsylvania,0,4,4,A 20-year-old opened fire on a group of six people after getting into an altercation and taking a rifle from his father. Four of the group were injured and the 20-year-old and his father were arrested.[360]
July 5,Columbia,Missouri,2,3,5,"An adult and 11-year-old girl were killed shortly after midnight, three others were wounded. Officers believe that there were two shooters.[361]"
July 5,Freeport,Illinois,1,5,6,Shortly after midnight a man was killed and five others were wounded.[362]
July 5,Barnwell County,South Carolina,0,5,5,Five teenagers were wounded shortly after midnight after a shooting occurred at a house party.[363]
July 5,Greenville (Ms),Mississippi,0,4,4,"A group of people were traveling in a party bus, when someone opened fire on the vehicle. Four people in the bus were wounded.[364]"
July 4,Temple Hills,Maryland,1,3,4,"Four men were wounded in Marlow Heights, one man later died at the hospital.[365]"
July 4,Baton Rouge (2),Louisiana,0,4,4,Two adults and two children were injured in a drive-by shooting.[366]
July 4,Atlanta (5),Georgia,0,5,5,"A group of people were fired at by an individual in a vehicle, shortly before midnight. Five people were wounded.[367]"
July 4,Jackson (Ms) (4),Mississippi,1,3,4,"An early morning shooting occurred at a nightclub, after an altercation escalated. One person was killed and three others wounded.[368]"
July 4,Chicago (21),Illinois,1,3,4,A man was killed and three others injured in a late night shooting in South Chicago.[369]
July 4,Chicago (20),Illinois,4,4,8,"Four people are killed, and at least four more were injured at an outdoor gathering in Englewood when four men opened fire into a crowd. No suspects have been arrested.[370]"
July 4,Lynn (1),Massachusetts,1,4,5,A man was killed and four others injured at a July 4 cookout.[371]
July 3,Baltimore (5),Maryland,0,4,4,Four women were injured in a late night shooting in southwest Baltimore.[372]
July 3,Hoover,Alabama,1,3,4,A suspected shootout occurred inside the Riverchase Galleria in the afternoon. An 8-year-old boy was killed and two adults and a girl were injured.[373]
July 2,Delano (2),California,2,3,5,A group of five were shot after a man got out of a vehicle and opened fire. Two girls were killed aged 11 and 12-years-old and three adults were wounded.[374]
July 2,Somerville (Ma),Massachusetts,0,4,4,"A man and three women were wounded in a late night shooting, the next day three suspects were arrested.[375]"
July 2,Paterson (1),New Jersey,1,4,5,A man was killed and four others injured shortly after midnight on a street corner.[376]
July 1,Oakland (1),California,0,4,4,Three men and a woman were wounded in their vehicle on Interstate 580.[377]
June 30,Boston (2),Massachusetts,1,3,4,Officers responding to a call of shots fired discovered four wounded individuals. A man later died at the hospital.[378]
June 30,Davenport (1),Iowa,0,5,5,Five men were wounded in an evening shooting. Officers believed the shooting was targeted at the group.[379]
June 30,Atlanta (4),Georgia,1,4,5,"Early in the morning, a group of men sitting on the sidewalk were shot at in a drive-by. One man was killed and four injured.[380]"
June 30,Chicago (19),Illinois,0,4,4,Shortly after midnight three men and a woman were shot while waiting in a vehicle at a Shell gas station in River North neighborhood. The shooter was in a red sedan that they fled in.[381]
June 30,Dayton (1),Ohio,0,4,4,Three men and one women were wounded in a shooting.[382]
June 30,Greenbrier,Arkansas,0,4,4,"Three adults and one juvenile were wounded, after going to a residence and getting into an altercation. The shooter was a juvenile resident of the home.[383]"
June 29,Los Angeles (3),California,0,4,4,Four men were wounded in a public park in Sylmar in a drive-by shooting.[384]
June 29,Sioux Falls,South Dakota,1,3,4,"A man shot and killed another man in a home, after mistaking it as the home of his intended target. He left, entered the intended home, and wounded three others.[385]"
June 28,Philadelphia (11),Pennsylvania,2,2,4,Two men were killed and two injured in a late-night shooting in the Kensington neighborhood.[386]
June 28,Sawyerville,Alabama,0,7,7,"During an early morning field party, seven people were wounded after an argument between two men escalated.[387]"
June 27,Roselle,Illinois,1,4,5,"During a party at a rented house, four people were wounded and one killed when one person, followed by several others, fired handguns; over 60 gunshots were fired.[388]"
June 27,Red Bluff,California,2[n 1],4,6,Red Bluff shooting. An employee was killed and four injured at a Walmart distribution center. The perpetrator was later killed in a shootout with responding police.[389]
June 27,Peoria (1),Illinois,0,4,4,Officers responding to an early morning ShotSpotter alert found two men wounded and identified two women who arrived at a hospital to be a part of the incident.[390]
June 27,New York City (8),New York,0,4,4,"Early in the morning a man opened fire at a house party in Brooklyn, injuring four people.[391]"
June 27,Chicago (18),Illinois,1,3,4,A man was killed and three others wounded after a large gathering in Douglas.[392]
June 27,Blytheville,Arkansas,3,1,4,"A Missouri man traveled to the area for a house party, where a couple got into a physical domestic fight. Shortly after 911 was called in response to that fight, the man opened fire and killed his Uncle and two others, and wounded another.[393]"
June 26,Aurora (2),Colorado,0,5,5,"Five people were wounded by a shooter outside a local grocery store. Officers first thought the incident involved a gunfight among several people, but later announced it was one shooter.[394]"
June 26,Fresno,California,0,4,4,"Four people were wounded at a house party shortly before midnight, after two shooters appeared near a neighboring home.[395]"
June 26,Phoenix (1),Arizona,0,4,4,"Three adults and a 14-year-old boy were wounded in the early morning at a gas station. Prior to the shooting, a large crowd of people and cars had been gathered around the gas station.[396]"
June 25,Philadelphia (10),Pennsylvania,0,4,4,Four men were wounded after a shooting at an intersection in the Kensington neighborhood.[397]
June 25,Bridgeport (2),Connecticut,1,3,4,"A man was killed, and two adults and a 17-year-old injured while attempting to make a rap music video. Officers believed the shooting was targeted, as the victims refused to cooperate.[398]"
June 24,Jackson (Tn) (1),Tennessee,0,4,4,Three adults and one juvenile were wounded in an early morning shooting. The suspected shooter was arrested.[399]
June 23,Chicago (17),Illinois,0,4,4,Four people were wounded while standing on a porch in a drive-by shooting in Burnside.[400]
June 23,Lake Worth Beach,Florida,0,5,5,Five people were wounded in a drive-by shooting during the evening. Responding police believed the shooter and victims knew each other.[401]
June 22,San Francisco (1),California,0,5,5,Police discovered five men wounded by gunfire in the Tenderloin neighborhood.[402]
June 22,Charlotte (2),North Carolina,4,10,14,During a Juneteenth block party over 100 shots were fired by multiple gunmen into a crowd of approximately 400 people. Four people were killed and 10 others were injured.[403][404][405]
June 22,Minneapolis (4),Minnesota,0,4,4,Officers responding to a shooting on West Broadway Avenue discovered four people injured.[406]
June 22,Minneapolis (3),Minnesota,0,4,4,Four people were wounded in the Willard-Hay neighborhood during the afternoon.[407]
June 22,Chicago (16),Illinois,0,5,5,"Five people were wounded in a drive-by, including a 16-year-old girl, at an early morning gathering in East Garfield Park.[408]"
June 22,Chicago (15),Illinois,0,4,4,Four people were wounded early in the morning after an individual opened fire from a vehicle in the Back of the Yards neighborhood on the South Side.[409]
June 22,New York City (7),New York,0,5,5,Five people were shot during a vigil in the Crown Heights area of Brooklyn in the evening.[410]
June 21,Buffalo (1),New York,0,4,4,Four men were wounded after a shooting at an early morning gathering of cars.[411]
June 21,Austin,Texas,0,5,5,Five people were wounded in an early morning shooting.[412]
June 21,Milwaukee (4),Wisconsin,1,4,5,Early in the morning there was a shooting at a house party. Five people were wounded; one died in a crash while being taken to hospital.[413]
June 21,Auburn,Alabama,0,4,4,"Shortly after midnight, officers attended a home after a complaint of gunshots. They discovered four men wounded.[414]"
June 21,Chicago (14),Illinois,1,3,4,An argument in Humboldt Park escalated shortly after midnight. A man was killed and three wounded.[415]
June 21,Minneapolis (2),Minnesota,1,11,12,"A group of people fired into a crowd, killing one and injuring 11 others.[416]"
June 20,Syracuse,New York,0,9,9,Officers arrived at a large party in a public parking lot responding to reports of a stolen car. An individual opened fire as they arrived and injured nine people including a 17-year-old.[417]
June 20,New York City (6),New York,0,4,4,Three women and a man were injured after a fight broke out between two groups gathered at Claremont park.[418]
June 20,Detroit (2),Michigan,0,4,4,Four people were wounded in a drive-by shooting in the evening.[419]
June 20,Saginaw (3),Michigan,1,3,4,A woman sitting in her car was killed and three others injured in another car early in the morning. A shoot-out had occurred in a large gathering nearby.[420]
June 20,Pinetops,North Carolina,2,2,4,Early in the morning two people were killed and two wounded in a shooting.[421]
June 20,Jersey City,New Jersey,1,4,5,One person was killed and four injured shortly after midnight.[422]
June 20,Wichita,Kansas,0,5,5,Five people were shot at a motel after an argument at a party in one of the rooms escalated. Police believe the shooting was intended to be targeted.[423]
June 20,New York City (5),New York,0,4,4,Four people were wounded at an overnight park party in the Bronx after an argument escalated.[424]
June 20,Janesville,Wisconsin,0,4,4,Officers responding to a shots fired call in the early morning found four people wounded at an adult entertainment venue.[425]
June 18,Albany (NY) (1),New York,0,7,7,"Early in the morning a man was discovered by officers with a gunshot wound. Shortly after transporting the man to the hospital, six other victims were identified at local hospitals to be involved in the same shooting.[426]"
June 17,Chicago (13),Illinois,0,4,4,"Three adults and a nine-year-old child were wounded while standing in an apartment complex parking lot in the Gresham neighborhood. A man walked up and opened fire on the group, causing a shoot-out.[427]"
June 16,Fort Dodge,Iowa,2,2,4,"In an apparent shoot-out at a birthday party, one man was killed and two women injured. A second, wounded, man died while attempting to drive away from the scene.[428]"
June 15,Decatur (2),Illinois,0,4,4,An early morning shooting during a block party injured four people. The suspected shooter was arrested after a local traffic stop.[429]
June 15,Chicago (12),Illinois,0,4,4,A 15-year-old and three adults were gathered outside an apartment when they were injured in a drive-by shooting in the Montclare neighborhood.[430]
June 14,Minneapolis (1),Minnesota,1,6,7,Early in the morning six people were wounded and one was killed in an incident. Officers were alerted via a ShotSpotter activation.[431]
June 14,Louisville (3),Kentucky,1,4,5,About 100 people were gathered at a skate park in the early morning when someone opened fire. One person was killed and four injured.[432]
June 14,Lake Charles (2),Louisiana,0,4,4,Four people were wounded in an early morning shooting at a local night club. A suspected shooter was arrested.[433]
June 14,Lafayette (2),Louisiana,0,5,5,Officers responded to an early morning shooting and found five people wounded.[434]
June 14,New Orleans (3),Louisiana,1,3,4,One man was killed and three others injured during the evening.[435]
June 13,Hesperia,California,0,5,5,"Over 100 people attended a house party when someone opened fire, injuring five people.[436]"
